cylinders,displacement,horsepower,weight,acceleration,model_year,origin_Asia,origin_Europe,origin_USA,weight_per_hp,displacement_per_cylinder
4,107.0,75.0,2210.0,14.4,81,1,0,0,29.466666666666665,26.75
4,108.0,75.0,2350.0,16.8,81,1,0,0,31.333333333333332,27.0
4,119.0,100.0,2615.0,14.8,81,1,0,0,26.15,29.75
4,120.0,74.0,2635.0,18.3,81,1,0,0,35.608108108108105,30.0
4,141.0,80.0,3230.0,20.4,81,0,1,0,40.375,35.25
6,145.0,76.0,3160.0,19.6,81,0,1,0,41.578947368421055,24.166666666666668
6,168.0,116.0,2900.0,12.6,81,1,0,0,25.0,28.0
6,146.0,120.0,2930.0,13.8,81,1,0,0,24.416666666666668,24.333333333333332
6,231.0,110.0,3415.0,15.8,81,0,0,1,31.045454545454547,38.5
8,350.0,105.0,3725.0,19.0,81,0,0,1,35.476190476190474,43.75
6,200.0,88.0,3060.0,17.1,81,0,0,1,34.77272727272727,33.333333333333336
6,225.0,85.0,3465.0,16.6,81,0,0,1,40.76470588235294,37.5
4,112.0,88.0,2605.0,19.6,82,0,0,1,29.602272727272727,28.0
4,112.0,88.0,2640.0,18.6,82,0,0,1,30.0,28.0
4,112.0,88.0,2395.0,18.0,82,0,0,1,27.21590909090909,28.0
4,112.0,85.0,2575.0,16.2,82,0,0,1,30.294117647058822,28.0
4,135.0,84.0,2525.0,16.0,82,0,0,1,30.05952380952381,33.75
4,151.0,90.0,2735.0,18.0,82,0,0,1,30.38888888888889,37.75
4,140.0,92.0,2865.0,16.4,82,0,0,1,31.141304347826086,35.0
4,151.0,93.5,3035.0,20.5,82,0,0,1,32.45989304812834,37.75
4,105.0,74.0,1980.0,15.3,82,0,1,0,26.756756756756758,26.25
4,91.0,68.0,2025.0,18.2,82,1,0,0,29.779411764705884,22.75
4,91.0,68.0,1970.0,17.6,82,1,0,0,28.970588235294116,22.75
4,105.0,63.0,2125.0,14.7,82,0,0,1,33.73015873015873,26.25
4,98.0,70.0,2125.0,17.3,82,0,0,1,30.357142857142858,24.5
4,120.0,88.0,2160.0,14.5,82,1,0,0,24.545454545454547,30.0
4,107.0,75.0,2205.0,14.5,82,1,0,0,29.4,26.75
4,108.0,70.0,2245.0,16.9,82,1,0,0,32.07142857142857,27.0
4,91.0,67.0,1965.0,15.0,82,1,0,0,29.328358208955223,22.75
4,91.0,67.0,1965.0,15.7,82,1,0,0,29.328358208955223,22.75
4,91.0,67.0,1995.0,16.2,82,1,0,0,29.776119402985074,22.75
6,181.0,110.0,2945.0,16.4,82,0,0,1,26.772727272727273,30.166666666666668
6,262.0,85.0,3015.0,17.0,82,0,0,1,35.470588235294116,43.666666666666664
4,156.0,92.0,2585.0,14.5,82,0,0,1,28.097826086956523,39.0
6,232.0,112.0,2835.0,14.7,82,0,0,1,25.3125,38.666666666666664
4,144.0,96.0,2665.0,13.9,82,1,0,0,27.760416666666668,36.0
4,135.0,84.0,2370.0,13.0,82,0,0,1,28.214285714285715,33.75
4,151.0,90.0,2950.0,17.3,82,0,0,1,32.77777777777778,37.75
4,140.0,86.0,2790.0,15.6,82,0,0,1,32.44186046511628,35.0
4,97.0,52.0,2130.0,24.6,82,0,1,0,40.96153846153846,24.25
4,135.0,84.0,2295.0,11.6,82,0,0,1,27.321428571428573,33.75
4,120.0,79.0,2625.0,18.6,82,0,0,1,33.22784810126582,30.0
4,119.0,82.0,2720.0,19.4,82,0,0,1,33.170731707317074,29.75
